id,Hardness
16998,5.75
16999,5.75
17000,5.75
17001,5.75
17002,2.25
17003,5.75
17004,3.15
17005,5.75
17006,2.25
17007,2.25
17008,2.25
17009,5.75
17010,5.75
17011,5.75
17012,5.75
17013,5.75
17014,5.75
17015,2.25
17016,5.75
17017,5.75
17018,2.25
17019,2.25
17020,5.75
17021,5.75
17022,2.25
17023,5.75
17024,2.25
17025,5.75
17026,3.15
17027,5.75
17028,2.25
17029,5.75
17030,2.25
17031,2.25
17032,5.75
17033,2.25
17034,5.75
17035,1.25
17036,2.25
17037,5.75
17038,2.25
17039,5.75
17040,5.2
17041,2.25
17042,4.0
17043,5.75
17044,2.25
17045,2.25
17046,5.75
17047,2.25
17048,4.0
17049,5.2
17050,2.25
17051,5.75
17052,3.15
17053,5.75
17054,5.75
17055,5.75
17056,5.75
17057,5.75
17058,5.75
17059,3.15
17060,5.75
17061,5.75
17062,5.75
17063,5.75
17064,5.75
17065,5.75
17066,4.0
17067,2.25
17068,2.25
17069,4.0
17070,5.75
17071,2.25
17072,5.75
17073,5.75
17074,5.75
17075,2.25
17076,5.75
17077,5.75
17078,2.25
17079,2.25
17080,5.75
17081,5.75
17082,5.75
17083,5.75
17084,5.75
17085,2.25
17086,2.25
17087,2.25
17088,5.75
17089,5.75
17090,5.75
17091,2.25
17092,5.75
17093,4.0
17094,3.15
17095,2.25
17096,5.75
17097,2.25
17098,5.75
17099,5.75
17100,3.15
17101,3.15
17102,2.25
17103,5.75
17104,5.75
17105,2.25
17106,5.75
17107,5.75
17108,4.0
17109,5.75
17110,3.15
17111,2.25
17112,5.75
17113,2.25
17114,2.25
17115,2.25
17116,5.75
17117,4.0
17118,1.25
17119,5.75
17120,2.25
17121,2.25
17122,5.75
17123,2.25
17124,5.75
17125,5.75
17126,2.25
17127,2.25
17128,5.75
17129,2.25
17130,2.25
17131,5.75
17132,5.75
17133,4.0
17134,7.0
17135,5.75
17136,2.25
17137,5.75
17138,4.0
17139,5.75
17140,5.75
17141,5.2
17142,2.25
17143,5.75
17144,2.25
17145,1.25
17146,5.75
17147,6.25
17148,2.25
17149,5.75
17150,2.25
17151,5.75
17152,5.75
17153,7.0
17154,5.75
17155,5.75
17156,5.75
17157,2.25
17158,5.75
17159,5.75
17160,5.2
17161,5.75
17162,2.25
17163,3.15
17164,5.75
17165,5.75
17166,5.75
17167,2.25
17168,2.25
17169,5.75
17170,5.75
17171,2.25
17172,5.75
17173,2.25
17174,2.25
17175,4.0
17176,5.75
17177,5.75
17178,2.25
17179,5.75
17180,7.0
17181,5.75
17182,2.25
17183,2.25
17184,4.0
17185,2.25
17186,5.75
17187,3.15
17188,4.0
17189,3.15
17190,3.15
17191,2.25
17192,5.75
17193,5.75
17194,5.75
17195,2.25
17196,2.25
17197,5.75
17198,2.25
17199,5.75
17200,5.75
17201,5.75
17202,5.75
17203,5.75
17204,2.25
17205,5.75
17206,2.25
17207,5.75
17208,5.75
17209,5.75
17210,2.25
17211,5.75
17212,1.25
17213,5.75
17214,2.25
17215,5.75
17216,2.25
17217,5.75
17218,2.25
17219,5.75
17220,5.75
17221,5.75
17222,2.25
17223,5.75
17224,2.25
17225,5.75
17226,5.75
17227,2.25
17228,5.75
17229,5.75
17230,2.25
17231,5.75
17232,2.25
17233,7.0
17234,2.25
17235,5.75
17236,2.25
17237,5.75
17238,2.25
17239,5.75
17240,5.75
17241,5.75
17242,5.75
17243,2.25
17244,5.75
17245,2.25
17246,5.75
17247,5.75
17248,2.25
17249,2.25
17250,5.75
17251,2.25
17252,2.25
17253,5.75
17254,5.75
17255,2.25
17256,2.25
17257,2.25
17258,5.75
17259,5.75
17260,5.75
17261,5.75
17262,4.0
17263,2.25
17264,5.75
17265,5.75
17266,2.25
17267,2.25
17268,5.75
17269,5.75
17270,5.75
17271,5.75
17272,5.75
17273,5.75
17274,2.25
17275,5.75
17276,4.0
17277,5.75
17278,2.25
17279,4.0
17280,5.75
17281,5.75
17282,5.75
17283,5.75
17284,2.25
17285,2.25
17286,5.75
17287,5.75
17288,5.75
17289,5.75
17290,5.75
17291,2.25
17292,5.75
17293,5.75
17294,5.75
17295,5.75
17296,7.0
17297,5.75
17298,5.75
17299,2.25
17300,5.75
17301,5.75
17302,2.25
17303,3.15
17304,5.75
17305,5.75
17306,2.25
17307,5.75
17308,2.25
17309,2.25
17310,3.15
17311,2.25
17312,2.25
17313,5.75
17314,2.25
17315,1.25
17316,5.75
17317,5.75
17318,5.75
17319,2.25
17320,5.75
17321,5.75
17322,2.25
17323,5.75
17324,2.25
17325,2.25
17326,1.25
17327,5.75
17328,5.75
17329,5.75
17330,5.75
17331,5.75
17332,2.25
17333,5.75
17334,2.25
17335,2.25
17336,2.25
17337,5.75
17338,5.75
17339,5.75
17340,5.75
17341,2.25
17342,5.75
17343,2.25
17344,2.25
17345,5.75
17346,2.25
17347,5.75
17348,5.75
17349,5.75
17350,5.75
17351,2.25
17352,5.75
17353,5.75
17354,5.75
17355,5.75
17356,5.75
17357,4.0
17358,2.25
17359,5.75
17360,5.75
17361,5.75
17362,2.25
17363,5.75
17364,5.75
17365,5.75
17366,5.75
17367,5.75
17368,5.75
17369,3.15
17370,5.75
17371,2.25
17372,2.25
17373,4.0
17374,5.75
17375,5.75
17376,2.25
17377,3.15
17378,5.75
17379,5.75
17380,5.75
17381,2.25
17382,3.15
17383,5.75
17384,5.75
17385,2.25
17386,2.25
17387,5.75
17388,5.75
17389,7.0
17390,5.75
17391,5.75
17392,5.75
17393,5.75
17394,5.75
17395,5.75
17396,5.75
17397,5.75
17398,2.25
17399,5.75
17400,2.25
17401,5.75
17402,1.25
17403,5.75
17404,5.75
17405,2.25
17406,2.25
17407,5.75
17408,6.25
17409,2.25
17410,2.25
17411,5.75
17412,2.25
17413,5.75
17414,2.25
17415,7.0
17416,5.75
17417,5.75
17418,5.75
17419,5.75
17420,5.75
17421,5.75
17422,4.0
17423,5.75
17424,2.25
17425,5.75
17426,2.25
17427,3.15
17428,5.75
17429,2.25
17430,5.75
17431,2.25
17432,2.25
17433,5.75
17434,5.75
17435,2.25
17436,5.75
17437,4.0
17438,5.75
17439,5.75
17440,5.75
17441,5.75
17442,1.25
17443,4.0
17444,5.75
17445,5.75
17446,5.75
17447,5.75
17448,5.75
17449,1.25
17450,2.25
17451,5.75
17452,5.75
17453,5.75
17454,2.25
17455,2.25
17456,3.15
17457,2.25
17458,5.75
17459,3.15
17460,4.0
17461,2.25
17462,5.75
17463,2.25
17464,3.15
17465,2.25
17466,4.0
17467,1.25
17468,5.75
17469,5.75
17470,5.2
17471,5.75
17472,2.25
17473,2.25
17474,1.25
17475,5.75
17476,5.75
17477,2.25
17478,5.75
17479,5.75
17480,2.25
17481,5.75
17482,5.75
17483,2.25
17484,2.25
17485,5.75
17486,2.25
17487,5.75
17488,5.75
17489,5.75
17490,5.75
17491,5.75
17492,5.75
17493,5.75
17494,2.25
17495,5.75
17496,5.75
17497,5.75
17498,5.75
17499,5.75
17500,5.75
17501,5.75
17502,5.75
17503,5.75
17504,5.75
17505,4.0
17506,4.0
17507,5.75
17508,5.75
17509,5.75
17510,5.75
17511,5.75
17512,2.25
17513,2.25
17514,5.75
17515,5.75
17516,2.25
17517,2.25
17518,2.25
17519,5.75
17520,2.25
17521,2.25
17522,2.25
17523,2.25
17524,5.75
17525,5.75
17526,2.25
17527,5.75
17528,2.25
17529,3.15
17530,5.75
17531,5.75
17532,5.75
17533,5.75
17534,2.25
17535,5.75
17536,5.75
17537,1.25
17538,5.75
17539,2.25
17540,5.75
17541,2.25
17542,5.75
17543,5.75
17544,5.75
17545,5.75
17546,4.0
17547,2.25
17548,2.25
17549,2.25
17550,2.25
17551,2.25
17552,5.75
17553,5.75
17554,5.75
17555,2.25
17556,5.75
17557,5.75
17558,5.75
17559,5.75
17560,5.75
17561,5.75
17562,2.25
17563,5.75
17564,5.75
17565,5.75
17566,5.75
17567,5.75
17568,5.75
17569,5.75
17570,2.25
17571,2.25
17572,2.25
17573,5.75
17574,2.25
17575,5.75
17576,5.75
17577,5.75
17578,5.75
17579,5.75
17580,5.75
17581,4.0
17582,2.25
17583,2.25
17584,5.75
17585,5.75
17586,5.75
17587,5.75
17588,5.75
17589,5.75
17590,2.25
17591,2.25
17592,2.25
17593,5.75
17594,5.75
17595,5.2
17596,4.0
17597,5.75
17598,5.75
17599,5.75
17600,5.75
17601,5.75
17602,2.25
17603,5.75
17604,5.75
17605,2.25
17606,2.25
17607,5.75
17608,5.75
17609,5.75
17610,1.25
17611,2.25
17612,5.75
17613,5.75
17614,1.25
17615,5.75
17616,5.75
17617,5.75
17618,5.2
17619,5.75
17620,5.75
17621,2.25
17622,5.75
17623,5.75
17624,2.25
17625,2.25
17626,5.75
17627,5.75
17628,2.25
17629,5.75
17630,5.75
17631,2.25
17632,2.25
17633,5.75
17634,2.25
17635,5.75
17636,5.75
17637,5.2
17638,5.75
17639,2.25
17640,3.15
17641,2.25
17642,3.15
17643,2.25
17644,5.75
17645,5.75
17646,5.75
17647,5.75
17648,3.15
17649,2.25
17650,5.75
17651,5.75
17652,5.75
17653,5.75
17654,4.0
17655,5.75
17656,5.75
17657,5.75
17658,3.15
17659,5.75
17660,5.75
17661,2.25
17662,5.75
17663,2.25
17664,5.75
17665,2.25
17666,5.75
17667,5.75
17668,5.75
17669,5.75
17670,2.25
17671,5.75
17672,5.75
17673,5.75
17674,5.75
17675,2.25
17676,5.75
17677,5.75
17678,1.25
17679,5.75
17680,5.75
17681,5.75
17682,5.75
17683,2.25
17684,5.75
17685,5.75
17686,5.75
17687,5.75
17688,5.75
17689,5.75
17690,3.15
17691,5.75
17692,5.75
17693,2.25
17694,5.75
17695,5.75
17696,5.75
17697,5.75
17698,5.75
17699,5.75
17700,5.75
17701,5.75
17702,5.75
17703,5.75
17704,5.75
17705,5.75
17706,7.0
17707,2.25
17708,5.75
17709,5.75
17710,2.25
17711,5.75
17712,5.75
17713,5.75
17714,5.75
17715,5.75
17716,5.75
17717,2.25
17718,5.75
17719,4.0
17720,4.0
17721,5.75
17722,4.0
17723,5.75
17724,2.25
17725,5.75
17726,2.25
17727,2.25
17728,5.75
17729,5.75
17730,5.75
17731,4.0
17732,5.75
17733,5.75
17734,3.15
17735,5.75
17736,5.75
17737,2.25
17738,5.75
17739,5.75
17740,2.25
17741,3.15
17742,5.2
17743,5.75
17744,5.75
17745,5.75
17746,4.0
17747,5.75
17748,5.75
17749,5.75
17750,5.75
17751,5.75
17752,5.75
17753,4.0
17754,5.75
17755,5.75
17756,5.75
17757,2.25
17758,5.75
17759,2.25
17760,5.75
17761,5.75
17762,5.75
17763,5.75
17764,5.75
17765,2.25
17766,5.75
17767,5.75
17768,5.75
17769,5.75
17770,2.25
17771,2.25
17772,2.25
17773,2.25
17774,5.75
17775,7.0
17776,5.75
17777,5.75
17778,5.75
17779,5.75
17780,5.75
17781,2.25
17782,4.0
17783,5.75
17784,5.75
17785,5.75
17786,2.25
17787,5.75
17788,4.0
17789,2.25
17790,5.75
17791,2.25
17792,5.75
17793,5.75
17794,2.25
17795,5.75
17796,5.75
17797,5.75
17798,5.75
17799,3.15
17800,2.25
17801,5.75
17802,3.15
17803,2.25
17804,5.75
17805,5.75
17806,2.25
17807,5.75
17808,2.25
17809,2.25
17810,2.25
17811,5.75
17812,5.75
17813,5.75
17814,2.25
17815,5.75
17816,2.25
17817,5.75
17818,3.15
17819,2.25
17820,5.75
17821,5.75
17822,5.2
17823,5.75
17824,2.25
17825,5.75
17826,5.75
17827,5.75
17828,5.75
17829,5.75
17830,5.75
17831,5.75
17832,5.75
17833,1.25
17834,5.75
17835,5.75
17836,2.25
17837,5.75
17838,5.75
17839,2.25
17840,5.75
17841,3.15
17842,5.75
17843,5.75
17844,5.75
17845,2.25
17846,3.15
17847,1.25
17848,3.15
17849,2.25
17850,2.25
17851,2.25
17852,5.75
17853,5.75
17854,5.75
17855,5.75
17856,5.75
17857,5.75
17858,5.75
17859,5.75
17860,5.75
17861,5.75
17862,5.75
17863,5.75
17864,2.25
17865,5.75
17866,5.75
17867,5.75
17868,5.75
17869,5.75
17870,5.75
17871,5.75
17872,2.25
17873,5.75
17874,2.25
17875,2.25
17876,5.2
17877,4.0
17878,2.25
17879,2.25
17880,5.75
17881,2.25
17882,2.25
17883,5.75
17884,5.75
17885,5.75
17886,5.75
17887,2.25
17888,5.75
17889,5.75
17890,5.75
17891,2.25
17892,5.75
17893,5.75
17894,5.75
17895,2.25
17896,5.75
17897,5.75
17898,5.75
17899,2.25
17900,5.75
17901,5.75
17902,5.75
17903,2.25
17904,5.75
17905,4.0
17906,2.25
17907,5.75
17908,4.0
17909,2.25
17910,2.25
17911,5.75
17912,5.75
17913,5.75
17914,5.75
17915,2.25
17916,2.25
17917,2.25
17918,5.75
17919,2.25
17920,5.75
17921,5.75
17922,2.25
17923,5.75
17924,5.75
17925,2.25
17926,2.25
17927,5.75
17928,3.15
17929,5.75
17930,2.25
17931,2.25
17932,2.25
17933,5.75
17934,5.75
17935,1.25
17936,5.75
17937,5.75
17938,4.0
17939,5.75
17940,5.75
17941,5.75
17942,5.75
17943,5.75
17944,5.75
17945,5.75
17946,5.75
17947,5.75
17948,5.75
17949,1.25
17950,5.75
17951,5.75
17952,5.75
17953,5.75
17954,5.75
17955,5.75
17956,5.75
17957,5.75
17958,5.75
17959,7.0
17960,5.75
17961,5.75
17962,2.25
17963,5.75
17964,2.25
17965,5.75
17966,5.75
17967,5.75
17968,5.75
17969,2.25
17970,5.75
17971,5.75
17972,5.75
17973,5.75
17974,5.75
17975,5.75
17976,2.25
17977,5.75
17978,5.75
17979,5.75
17980,2.25
17981,5.75
17982,3.15
17983,2.25
17984,5.75
17985,5.75
17986,5.75
17987,5.75
17988,5.75
17989,5.75
17990,5.75
17991,2.25
17992,5.75
17993,5.75
17994,5.75
17995,5.75
17996,5.75
17997,5.75
17998,5.75
17999,5.75
18000,3.15
18001,5.75
18002,5.75
18003,5.75
18004,5.75
18005,5.75
18006,5.75
18007,5.75
18008,5.75
18009,5.75
18010,5.75
18011,5.75
18012,5.75
18013,4.0
18014,2.25
18015,5.75
18016,5.75
18017,5.75
18018,5.75
18019,5.75
18020,2.25
18021,2.25
18022,2.25
18023,2.25
18024,2.25
18025,2.25
18026,5.75
18027,5.75
18028,2.25
18029,1.25
18030,2.25
18031,5.75
18032,5.75
18033,2.25
18034,2.25
18035,2.25
18036,5.75
18037,2.25
18038,5.75
18039,5.75
18040,5.75
18041,5.75
18042,5.75
18043,5.75
18044,2.25
18045,2.25
18046,5.75
18047,2.25
18048,2.25
18049,5.75
18050,5.75
18051,5.75
18052,5.75
18053,2.25
18054,2.25
18055,2.25
18056,2.25
18057,5.75
18058,5.75
18059,5.75
18060,2.25
18061,2.25
18062,4.0
18063,5.75
18064,2.25
18065,5.75
18066,2.25
18067,2.25
18068,5.75
18069,5.75
18070,5.75
18071,5.75
18072,5.75
18073,5.75
18074,5.75
18075,5.75
18076,5.75
18077,5.75
18078,8.1
18079,2.25
18080,5.75
18081,5.75
18082,2.25
18083,2.25
18084,5.75
18085,5.75
18086,5.75
18087,5.2
18088,5.75
18089,5.75
18090,2.25
18091,7.0
18092,5.75
18093,2.25
18094,1.25
18095,5.75
18096,2.25
18097,5.75
18098,5.75
18099,2.25
18100,2.25
18101,3.15
18102,2.25
18103,5.75
18104,2.25
18105,2.25
18106,5.75
18107,5.75
18108,3.15
18109,2.25
18110,5.75
18111,2.25
18112,1.25
18113,3.15
18114,5.75
18115,2.25
18116,5.75
18117,5.75
18118,5.75
18119,2.25
18120,2.25
18121,2.25
18122,2.25
18123,5.75
18124,3.15
18125,3.15
18126,3.15
18127,5.75
18128,2.25
18129,2.25
18130,2.25
18131,5.75
18132,5.75
18133,5.75
18134,5.75
18135,5.75
18136,5.75
18137,5.75
18138,5.75
18139,5.75
18140,5.75
18141,5.75
18142,2.25
18143,2.25
18144,1.25
18145,2.25
18146,5.75
18147,5.75
18148,5.75
18149,5.2
18150,5.75
18151,5.75
18152,5.75
18153,5.75
18154,5.75
18155,2.25
18156,2.25
18157,2.25
18158,5.75
18159,2.25
18160,5.75
18161,5.75
18162,5.75
18163,2.25
18164,5.75
18165,2.25
18166,4.0
18167,5.75
18168,2.25
18169,2.25
18170,2.25
18171,5.75
18172,5.75
18173,5.75
18174,5.75
18175,2.25
18176,5.75
18177,5.75
18178,2.25
18179,5.75
18180,5.75
18181,5.75
18182,5.75
18183,5.75
18184,5.75
18185,2.25
18186,1.25
18187,5.75
18188,4.0
18189,1.25
18190,2.25
18191,1.25
18192,2.25
18193,5.75
18194,4.0
18195,2.25
18196,5.75
18197,2.25
18198,5.75
18199,5.75
18200,2.25
18201,6.25
18202,5.75
18203,2.25
18204,5.75
18205,5.75
18206,2.25
18207,2.25
18208,2.25
18209,5.75
18210,1.25
18211,2.25
18212,5.75
18213,7.0
18214,5.75
18215,5.75
18216,5.75
18217,1.25
18218,5.75
18219,3.15
18220,5.75
18221,5.75
18222,5.75
18223,5.75
18224,5.75
18225,5.75
18226,5.75
18227,2.25
18228,2.25
18229,4.0
18230,5.75
18231,2.25
18232,2.25
18233,2.25
18234,5.75
18235,5.75
18236,2.25
18237,3.15
18238,5.75
18239,5.75
18240,2.25
18241,5.75
18242,5.75
18243,2.25
18244,5.75
18245,5.75
18246,5.75
18247,5.75
18248,5.75
18249,5.75
18250,5.75
18251,5.75
18252,5.75
18253,5.75
18254,2.25
18255,2.25
18256,5.75
18257,5.75
18258,5.75
18259,5.75
18260,2.25
18261,5.75
18262,2.25
18263,5.75
18264,2.25
18265,5.75
18266,5.75
18267,2.25
18268,5.75
18269,2.25
18270,5.75
18271,1.25
18272,5.75
18273,5.75
18274,3.15
18275,5.75
18276,5.2
18277,2.25
18278,5.75
18279,5.75
18280,5.75
18281,5.75
18282,2.25
18283,5.75
18284,5.75
18285,5.75
18286,5.75
18287,5.75
18288,5.75
18289,4.0
18290,1.25
18291,5.75
18292,5.75
18293,2.25
18294,5.75
18295,7.0
18296,5.75
18297,4.0
18298,2.25
18299,5.75
18300,5.75
18301,3.15
18302,5.75
18303,2.25
18304,2.25
18305,5.75
18306,3.15
18307,2.25
18308,2.25
18309,5.75
18310,2.25
18311,5.75
18312,5.75
18313,2.25
18314,5.75
18315,5.75
18316,5.75
18317,5.75
18318,5.75
18319,5.75
18320,5.75
18321,5.75
18322,2.25
18323,5.75
18324,5.75
18325,2.25
18326,5.75
18327,2.25
18328,5.75
18329,5.75
18330,2.25
18331,2.25
18332,5.75
18333,5.75
18334,5.75
18335,2.25
18336,5.75
18337,6.25
18338,5.75
18339,5.75
18340,5.75
18341,5.75
18342,3.15
18343,5.75
18344,5.75
18345,2.25
18346,5.75
18347,5.75
18348,5.75
18349,5.75
18350,2.25
18351,2.25
18352,2.25
18353,5.75
18354,1.25
18355,2.25
18356,3.15
18357,5.75
18358,5.75
18359,5.75
18360,2.25
18361,2.25
18362,5.75
18363,5.75
18364,2.25
18365,2.25
18366,2.25
18367,5.75
18368,5.75
18369,2.25
18370,5.75
18371,5.75
18372,5.75
18373,5.75
18374,5.75
18375,5.75
18376,5.75
18377,2.25
18378,2.25
18379,2.25
18380,5.75
18381,5.75
18382,5.75
18383,5.75
18384,2.25
18385,2.25
18386,5.75
18387,5.75
18388,5.75
18389,5.75
18390,5.75
18391,5.75
18392,5.75
18393,5.75
18394,2.25
18395,2.25
18396,5.75
18397,2.25
18398,5.75
18399,5.75
18400,5.75
18401,5.75
18402,2.25
18403,5.75
18404,5.75
18405,5.75
18406,5.75
18407,5.75
18408,2.25
18409,2.25
18410,5.75
18411,5.75
18412,4.0
18413,5.75
18414,5.75
18415,5.75
18416,5.75
18417,2.25
18418,5.75
18419,5.75
18420,5.75
18421,5.75
18422,5.75
18423,5.75
18424,5.75
18425,1.25
18426,2.25
18427,5.75
18428,2.25
18429,5.75
18430,4.0
18431,2.25
18432,2.25
18433,4.0
18434,5.75
18435,5.75
18436,5.75
18437,5.75
18438,2.25
18439,5.75
18440,5.75
18441,5.75
18442,5.75
18443,2.25
18444,5.75
18445,5.75
18446,5.75
18447,5.75
18448,5.75
18449,2.25
18450,5.75
18451,5.75
18452,2.25
18453,5.75
18454,2.25
18455,5.75
18456,5.75
18457,2.25
18458,5.75
18459,5.75
18460,5.75
18461,2.25
18462,5.75
18463,3.15
18464,5.75
18465,5.75
18466,5.75
18467,5.75
18468,5.75
18469,5.75
18470,2.25
18471,5.75
18472,5.75
18473,5.75
18474,5.75
18475,5.75
18476,5.75
18477,3.15
18478,2.25
18479,5.75
18480,1.25
18481,5.75
18482,5.75
18483,2.25
18484,3.15
18485,5.75
18486,3.15
18487,1.25
18488,5.75
18489,5.75
18490,5.75
18491,5.2
18492,5.75
18493,5.75
18494,7.0
18495,2.25
18496,2.25
18497,2.25
18498,5.75
18499,2.25
18500,5.75
18501,5.75
18502,5.75
18503,5.75
18504,5.75
18505,5.75
18506,2.25
18507,5.75
18508,8.1
18509,5.75
18510,5.75
18511,5.75
18512,5.75
18513,5.75
18514,4.0
18515,5.75
18516,2.25
18517,2.25
18518,5.75
18519,2.25
18520,2.25
18521,5.75
18522,5.75
18523,4.0
18524,3.15
18525,5.75
18526,5.75
18527,1.25
18528,5.75
18529,5.75
18530,2.25
18531,2.25
18532,2.25
18533,3.15
18534,4.0
18535,5.75
18536,5.2
18537,2.25
18538,5.75
18539,2.25
18540,5.75
18541,2.25
18542,2.25
18543,2.25
18544,2.25
18545,5.75
18546,5.75
18547,5.75
18548,5.75
18549,5.75
18550,3.15
18551,2.25
18552,5.75
18553,5.75
18554,5.75
18555,2.25
18556,5.75
18557,2.25
18558,5.75
18559,5.75
18560,2.25
18561,5.75
18562,5.75
18563,2.25
18564,2.25
18565,6.25
18566,1.25
18567,5.75
18568,2.25
18569,2.25
18570,5.75
18571,2.25
18572,2.25
18573,5.75
18574,5.75
18575,5.75
18576,5.75
18577,5.75
18578,3.15
18579,5.75
18580,2.25
18581,4.0
18582,5.75
18583,1.25
18584,5.75
18585,2.25
18586,5.75
18587,2.25
18588,5.75
18589,5.75
18590,5.75
18591,2.25
18592,5.75
18593,5.75
18594,5.75
18595,5.75
18596,5.75
18597,2.25
18598,5.75
18599,4.0
18600,2.25
18601,5.75
18602,5.2
18603,2.25
18604,2.25
18605,3.15
18606,2.25
18607,1.25
18608,2.25
18609,1.25
18610,4.0
18611,2.25
18612,5.75
18613,5.2
18614,5.75
18615,5.75
18616,5.75
18617,5.75
18618,5.75
18619,5.75
18620,2.25
18621,5.75
18622,5.75
18623,5.75
18624,5.75
18625,5.75
18626,2.25
18627,5.75
18628,5.75
18629,5.75
18630,5.75
18631,2.25
18632,5.75
18633,5.75
18634,2.25
18635,2.25
18636,5.75
18637,5.75
18638,5.75
18639,2.25
18640,5.75
18641,5.2
18642,2.25
18643,4.0
18644,5.75
18645,2.25
18646,2.25
18647,5.75
18648,2.25
18649,1.25
18650,2.25
18651,5.75
18652,2.25
18653,2.25
18654,5.75
18655,5.75
18656,1.25
18657,2.25
18658,5.75
18659,5.75
18660,5.75
18661,2.25
18662,5.75
18663,5.75
18664,5.75
18665,2.25
18666,5.75
18667,5.75
18668,2.25
18669,5.75
18670,5.75
18671,5.75
18672,5.75
18673,5.75
18674,2.25
18675,1.25
18676,2.25
18677,5.75
18678,2.25
18679,5.75
18680,5.75
18681,2.25
18682,5.75
18683,5.75
18684,5.75
18685,5.75
18686,5.75
18687,5.75
18688,5.75
18689,3.15
18690,5.75
18691,5.75
18692,9.2
18693,5.75
18694,2.25
18695,2.25
18696,2.25
18697,5.75
18698,2.25
18699,2.25
18700,5.75
18701,2.25
18702,2.25
18703,3.15
18704,5.75
18705,2.25
18706,5.75
18707,5.75
18708,2.25
18709,5.75
18710,5.75
18711,5.75
18712,2.25
18713,5.75
18714,5.75
18715,2.25
18716,2.25
18717,3.15
18718,5.75
18719,2.25
18720,5.75
18721,3.15
18722,2.25
18723,4.0
18724,5.75
18725,5.75
18726,2.25
18727,5.75
18728,5.75
18729,2.25
18730,3.15
18731,5.75
18732,5.75
18733,5.75
18734,2.25
18735,5.75
18736,2.25
18737,5.75
18738,5.75
18739,5.75
18740,5.75
18741,3.15
18742,2.25
18743,5.75
18744,5.75
18745,5.75
18746,5.75
18747,5.75
18748,2.25
18749,5.75
18750,5.75
18751,2.25
18752,5.75
18753,5.75
18754,5.75
18755,5.2
18756,5.75
18757,5.75
18758,2.25
18759,5.75
18760,2.25
18761,5.75
18762,5.75
18763,2.25
18764,2.25
18765,2.25
18766,5.75
18767,2.25
18768,2.25
18769,5.75
18770,5.75
18771,5.75
18772,7.0
18773,5.75
18774,5.75
18775,5.75
18776,2.25
18777,5.75
18778,5.75
18779,3.15
18780,5.75
18781,2.25
18782,5.75
18783,5.75
18784,2.25
18785,5.75
18786,1.25
18787,5.75
18788,5.75
18789,5.75
18790,2.25
18791,2.25
18792,5.75
18793,5.75
18794,5.75
18795,5.75
18796,5.75
18797,5.75
18798,5.75
18799,3.15
18800,5.75
18801,5.75
18802,5.75
18803,2.25
18804,2.25
18805,5.75
18806,3.15
18807,5.75
18808,2.25
18809,5.75
18810,5.75
18811,5.75
18812,5.75
18813,2.25
18814,5.75
18815,4.0
18816,2.25
18817,5.75
18818,5.75
18819,2.25
18820,2.25
18821,5.75
18822,5.75
18823,5.75
18824,5.75
18825,5.75
18826,2.25
18827,5.75
18828,5.75
18829,2.25
18830,5.75
18831,5.75
18832,5.75
18833,5.75
18834,5.75
18835,3.15
18836,5.75
18837,3.15
18838,5.75
18839,5.75
18840,5.75
18841,5.75
18842,4.0
18843,5.75
18844,5.75
18845,5.75
18846,2.25
18847,5.75
18848,5.75
18849,5.75
18850,5.75
18851,4.0
18852,5.75
18853,5.75
18854,5.75
18855,5.75
18856,5.75
18857,5.75
18858,5.75
18859,5.75
18860,5.75
18861,2.25
18862,7.0
18863,5.75
18864,5.75
18865,2.25
18866,5.75
18867,2.25
18868,5.75
18869,2.25
18870,5.75
18871,3.15
18872,2.25
18873,4.0
18874,5.75
18875,4.0
18876,2.25
18877,5.75
18878,5.75
18879,2.25
18880,5.75
18881,5.2
18882,5.75
18883,5.75
18884,5.75
18885,4.0
18886,5.75
18887,5.75
18888,5.75
18889,5.75
18890,2.25
18891,5.2
18892,5.75
18893,5.75
18894,2.25
18895,3.15
18896,5.75
18897,5.75
18898,5.75
18899,5.75
18900,5.75
18901,2.25
18902,5.75
18903,5.75
18904,5.75
18905,4.0
18906,5.75
18907,2.25
18908,5.75
18909,5.75
18910,5.75
18911,2.25
18912,5.75
18913,5.75
18914,5.75
18915,5.75
18916,5.75
18917,5.75
18918,5.75
18919,5.75
18920,5.75
18921,2.25
18922,5.75
18923,2.25
18924,5.75
18925,2.25
18926,5.75
18927,2.25
18928,5.75
18929,2.25
18930,2.25
18931,5.2
18932,5.75
18933,2.25
18934,5.75
18935,1.25
18936,7.0
18937,5.75
18938,5.75
18939,2.25
18940,5.75
18941,5.75
18942,5.75
18943,2.25
18944,2.25
18945,2.25
18946,2.25
18947,2.25
18948,5.75
18949,5.75
18950,5.75
18951,6.25
18952,2.25
18953,2.25
18954,2.25
18955,5.75
18956,5.75
18957,5.75
18958,5.75
18959,5.75
18960,2.25
18961,5.75
18962,5.75
18963,5.75
18964,4.0
18965,5.75
18966,5.75
18967,5.75
18968,2.25
18969,5.75
18970,5.75
18971,5.75
18972,5.75
18973,5.75
18974,5.75
18975,5.75
18976,2.25
18977,2.25
18978,5.75
18979,5.75
18980,3.15
18981,2.25
18982,2.25
18983,5.75
18984,3.15
18985,2.25
18986,5.75
18987,5.75
18988,2.25
18989,5.75
18990,5.75
18991,5.75
18992,2.25
18993,2.25
18994,2.25
18995,5.75
18996,5.75
