id,Hardness,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average
430,7.8,70.0,7.441332000000001,10.0,4.571428571428571,20.29066550857143,10.730085714285718,2.6,1.75,0.9814285714285716,0.4943871428571429,0.9328
431,3.8,114.0,20.36,42.0,5.333333333333333,102.82756,9.081566666666667,2.043333333333333,1.99,1.2533333333333332,0.4269199999999999,10.97
432,2.0,252.0,16.292981,6.8108108108108105,3.45945945945946,9.128225555555558,12.976881081081082,2.705675675675676,1.3956756756756756,0.5745945945945945,0.7091751351351352,0.58006
433,3.5,92.0,6.697992,9.2,4.8,18.439538,11.777640000000002,2.829,1.6880000000000002,0.8370000000000001,0.498454,0.78937
434,5.5,98.0,13.35,49.0,4.0,111.34115,8.932974999999997,2.24,1.98,1.265,0.4448824999999999,1.35155
435,6.0,122.0,14.091992,12.8,4.8,24.789618,11.17714,2.884,1.736,0.9239999999999998,0.4991960000000001,1.74944
436,7.0,41.0,0.97258,10.0,4.8,20.2988926326,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.49901,0.77755
437,4.8,72.0,9.1488245,8.333333333333334,4.0,16.332807916666667,12.0278,2.6725000000000003,1.495,0.71,0.6184925,0.70966
438,6.0,50.0,5.401996,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.8800000000000001,0.4927359999999999,0.86099
439,2.0,220.0,41.181992,36.66666666666666,4.0,84.1611,9.350333333333332,2.216666666666667,1.908,1.2999999999999998,0.47888,4.30067
440,5.0,50.0,5.686908,10.0,4.8,20.322035645125,12.2092875,2.295,1.9072,0.94625,0.49463625,0.0
441,5.5,390.0,31.8001355,9.219512195121949,4.90476190476192,19.11021989170732,11.444633333333336,2.55452380952381,1.662857142857143,0.8580952380952382,0.4957468292682927,0.58543
442,2.5,150.0,19.382,31.33333333333333,2.6666666666666665,70.86454624999998,9.350333333333332,2.24,1.88,1.28,0.4269199999999999,6.5225
443,5.8,100.0,8.147992,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.19112
444,5.5,41.0,7.876747749999999,18.0,4.8,40.689515,11.11696,2.752,1.905,0.946,0.47907,1.36305
445,6.0,122.0,14.091992,12.2,4.8,24.808518,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,1.31786
446,5.5,50.0,4.073996,10.0,4.8,20.213348778,11.17714,2.8280000000000003,1.7400000000000002,0.86,0.498454,0.86737
447,3.8,114.0,12.329324,17.333333333333332,5.166666666666667,39.987666666666655,11.234699999999998,2.773333333333333,1.7466666666666668,0.915,0.4800083333333334,1.71759
448,6.3,46.0,8.42666,11.0,4.25,22.206043325,11.14446,2.684,1.745,0.9,0.4820359999999999,1.3748
449,2.5,0.0,0.32,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.49901,0.0
450,1.8,118.0,3.443996,9.96,5.6,18.5863611398,12.63188,3.443,1.662,0.8216,0.4907199999999999,0.60442
451,6.3,80.0,6.07141175,10.0,5.0,20.2988926326,11.2092875,2.67125,1.6725,0.91,0.496167,0.75516
452,5.8,86.0,4.03,14.333333333333336,4.666666666666667,29.97368416666667,9.5408,2.33,1.8833333333333333,1.12,0.4916733333333334,0.81244
453,6.0,90.0,11.624328000000002,18.0,4.8,39.466738,10.565180000000002,2.752,1.705,0.946,0.48752,2.2928
454,2.5,98.0,13.89,49.0,5.0,119.6295,8.897,2.24,1.91,1.245,0.437,7.7439
455,2.0,96.0,14.22,23.0,4.0,49.496,9.8771,2.115,1.905,1.12,0.47888,2.53985
456,2.5,127.0,26.015984,31.5,2.0,70.92449475,9.370384,2.295,1.907,1.2,0.467568,6.31755
457,2.5,114.0,7.441332000000001,35.36,5.2,84.1611,9.273855,2.279,1.9072,1.2145,0.457149,0.36822
458,6.0,100.0,8.337992,10.0,4.8,20.213348778,11.72784,2.752,1.732,0.91,0.49901,0.72489
459,6.0,100.0,5.203996,10.0,5.6,20.2988926326,10.565180000000002,2.648,1.626,0.8480000000000001,0.498666,0.74838
460,5.5,100.0,7.558488000000001,10.0,4.8,20.2988926326,11.61422,2.755,1.6309999999999998,0.945,0.4927189999999999,0.51227
461,3.8,58.0,12.843328,19.33333333333333,4.666666666666667,39.987666666666655,9.5408,2.33,1.88,1.106666666666667,0.4878333333333333,1.24267
462,6.0,74.0,14.885,14.0,4.0,29.21788464,9.08885,2.28,1.97,1.29,0.47888,2.96536
463,6.0,80.0,5.89632799999999,8.88,4.4444444444444455,17.774554444444444,11.583533333333332,2.7044444444444444,1.6700000000000002,0.8044444444444444,0.5502422222222223,0.56731
464,5.5,114.0,13.551332,11.3,4.8,23.099694928,11.10535,2.94,1.7574999999999998,0.94,0.4927189999999999,1.55883
465,2.0,127.0,20.153992,31.0,4.0,70.86454624999998,9.251425,2.24,1.93,1.1800000000000002,0.449615,5.07625
466,2.5,77.0,5.439908,9.5,5.0,18.485977957625,11.719925,2.815,1.62625,0.8480000000000001,0.5368794,0.65297
467,2.5,64.0,10.803992,14.6,4.0,29.525338,8.897,2.115,1.6,0.905,0.477854,2.48089
468,5.5,132.0,25.021992,8.0,4.4444444444444455,16.332807916666667,11.493638888888889,2.751111111111112,1.6133333333333333,0.78,0.6520722222222223,0.42861
469,7.8,126.0,25.85539975,12.5,4.571428571428571,26.191313857142852,10.554,2.7614285714285707,1.7328571428571429,0.9285714285714286,0.4980028571428571,1.92091
470,6.8,126.0,21.153992,13.6,4.8,29.525338,10.78917,2.721,1.743,0.946,0.48502,2.06989
471,2.5,126.0,13.385996,25.2,5.6,58.30341800000001,11.11696,2.8680000000000003,1.736,0.944,0.477854,2.65644
472,5.3,68.0,8.903332,13.6,4.0,29.525338,11.28095,2.68,1.785,0.945,0.48273,1.6334
473,1.5,90.0,0.558488000000001,5.0,3.6666666666666665,10.649558888888889,12.700466666666664,2.6464444444444446,1.4811111111111108,0.6977777777777777,0.6045333333333334,0.52252
474,1.5,80.0,11.35441075,15.6,4.8,33.739258,12.0863,2.8680000000000003,1.656,0.8640000000000001,0.476196,1.62125
475,1.8,33.0,7.441332000000001,14.8,4.8,31.574635600000004,11.14446,2.684,1.732,0.9,0.4820359999999999,1.03544
476,2.5,82.0,11.722664,41.0,4.333333333333333,95.225235,9.273855,2.248333333333333,1.913333333333333,1.1800000000000002,0.46586,5.54333
477,3.8,106.0,13.512992,16.6,5.0,35.468537,11.14446,2.8200000000000003,1.7420000000000002,0.8399999999999999,0.4930319999999999,2.732
478,2.0,100.0,15.43,50.0,4.0,117.386335,9.01375,1.98,2.045,1.36,0.42668,7.715
479,2.5,196.0,30.92,24.5,5.5,53.4902975,10.0743,2.24,1.88,1.11,0.4442925,3.37533
480,2.0,150.0,15.593,50.0,5.6,111.599515,9.1302,2.3080000000000003,1.908,1.1840000000000002,0.45825,0.27323
481,4.3,108.0,11.722664,19.33333333333333,5.0,41.07402,11.771733333333335,2.938333333333333,1.58,0.7883333333333334,0.5654908333333334,2.94712
482,2.0,106.0,13.89,42.8,5.6,95.225235,9.273855,2.274,1.907,1.2145,0.457149,6.523
483,6.0,100.0,8.147992,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.7400000000000002,0.892,0.498454,0.74774
484,2.8,106.0,2.041988,16.5,5.6,33.739258,11.95216,2.8200000000000003,1.6520000000000004,0.8399999999999999,0.4991960000000001,0.34857
485,3.8,72.0,10.6,50.33333333333334,4.0,121.02273333333332,9.8771,2.24,2.015,1.2133333333333332,0.4488266666666667,10.6
486,2.8,176.0,12.831992,9.8,4.8,18.5863611398,12.63188,2.8355,1.654,0.958,0.4930319999999999,0.67922
487,6.0,100.0,8.337992,10.0,4.8,20.3920334,12.30176,2.708,1.648,0.8800000000000001,0.49901,0.9096
488,4.0,42.0,2.70174775,8.8,4.8,16.862137999999998,12.0034,2.6500000000000004,1.495,0.708,0.611805,0.51039
489,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,2.5,98.0,13.385996,23.8,4.8,49.204038,9.370384,2.298,1.9072,1.12,0.4673040000000001,3.492
491,5.5,20.0,5.439908,10.0,4.0,20.151515,10.629,2.675,1.745,0.905,0.4970245,0.91543
492,4.3,38.0,1.834,12.666666666666664,3.0,24.654186666666664,9.159866666666668,2.1266666666666665,1.89,1.1983333333333337,0.4821566666666666,1.182
493,5.5,36.0,2.3326640000000003,9.666666666666666,4.0,18.60817185,11.795966666666668,2.7266666666666666,1.62,0.8150000000000001,0.4850333333333334,0.51954
494,2.8,726.0,47.924945,7.333333333333332,4.040404040404041,15.272094833333332,12.271987878788,2.72,1.5170707070707068,0.7355555555555555,0.6285911111111111,0.57713
495,4.5,99.0,16.864992,15.666666666666664,5.333333333333333,34.47077916666667,11.217766666666668,2.8316666666666666,1.7133333333333336,0.965,0.4796891666666667,2.16486
496,3.8,90.0,11.551515,45.0,4.0,108.295515,10.39875,2.24,2.015,1.045,0.47888,7.775
497,2.3,126.0,13.551332,25.2,5.0,58.30341800000001,11.61422,2.884,1.91,0.946,0.4618992,3.88539
498,6.8,100.0,8.228992,10.0,4.8,20.2988926326,11.17714,2.755,1.6310000000000002,0.91,0.492719,0.73671
499,6.0,100.0,7.558488000000001,10.5,4.5,20.2988926326,11.26525,2.66,1.7574999999999998,0.8800000000000001,0.496875,0.82082
500,5.5,96.0,16.449327999999998,14.333333333333336,4.0,30.645953666333327,11.234699999999998,2.7266666666666666,1.768333333333333,0.98,0.4800083333333334,2.58333
501,5.5,138.0,11.2954955,11.4375,4.125,22.71843425,10.994740625,2.6625,1.7981250000000002,0.94625,0.494626375,0.69605
502,4.5,278.0,26.015984,13.6,4.8,29.525338,10.78917,2.684,1.8590000000000004,0.974,0.489486,1.08889
503,4.0,43.0,2.70174775,5.6,3.2,11.663548,12.3734,2.644,1.4580000000000002,0.642,0.687868,0.51006
504,6.0,100.0,7.558488,10.0,4.8,20.2988926326,11.33044,2.755,1.6310000000000002,0.91,0.4927189999999999,0.75893
505,7.5,30.0,1.7431599999999998,10.0,4.0,20.255278375,11.026725,2.55,1.6725,0.75,0.495275,0.37005
506,2.5,80.0,0.78539575,10.0,5.0,20.9941265318,10.85110625,2.6625,1.626,0.8959999999999999,0.4946015000000001,0.78135
507,2.0,150.0,19.382,30.0,5.6,67.9394,9.65936,2.3680000000000003,1.904,1.1800000000000002,0.467568,3.01757
508,5.3,228.0,24.70666,23.5,4.5,49.224449375000006,10.39875,2.75375,1.7199999999999998,0.9525,0.4826418750000001,3.37533
509,2.5,72.0,5.62148,8.0,4.8,16.774804955,12.22274,2.8280000000000003,1.52,0.7124999999999999,0.6513800000000001,0.54957
510,6.0,100.0,8.903332,10.0,4.0,20.9941265318,11.16682,2.708,1.648,0.8800000000000001,0.489486,1.6865
511,7.0,30.0,7.734660000000001,10.0,5.0,20.255278375,11.026725,2.915,1.75,0.8066666666666666,0.4995066666666667,0.77105
512,3.8,196.0,24.529328,24.96551724137931,3.7931034482758617,54.274034482758616,9.02863448275862,2.248333333333333,1.9020689655172407,1.1641379310344828,0.4702927586206897,2.6772
513,2.5,58.0,4.5453280000000005,11.0,4.666666666666667,23.170338,12.041516666666665,2.9266666666666663,1.626,0.768,0.4817083333333334,0.56215
514,2.5,84.0,13.053996,39.6,2.0,90.2267,9.2708,1.98,1.93,1.1800000000000002,0.448895,6.31755
515,2.5,38.0,1.7431599999999998,9.2,4.8,18.5465357192,12.3734,2.829,1.6880000000000002,0.836,0.5368794,0.75677
516,7.8,113.0,6.07141175,11.3,4.8,24.789618,11.229992,2.53,1.7262499999999998,0.8150000000000001,0.4840125000000001,1.02228
517,6.8,84.0,14.7341515,12.0,4.8,24.556188775,10.75912,2.675,1.7166666666666668,0.912,0.4957955,1.42326
518,6.5,100.0,7.767992,10.0,4.8,20.2988926326,12.04083,2.708,1.648,0.8800000000000001,0.498454,0.73067
519,6.0,58.0,4.5453280000000005,9.666666666666666,5.0,19.397353333333328,10.858372916666667,2.81,1.6900000000000002,0.9666666666666668,0.4978194999999999,0.9096
520,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499,0.07675
521,4.3,112.0,8.359328,9.5,5.333333333333333,18.5045363965,11.82415,2.8716666666666666,1.625,0.8183333333333332,0.49968,0.73067
522,6.8,100.0,8.505991999999999,10.0,4.8,20.016938,10.833850000000002,2.752,1.79,0.951,0.491714,0.6508
523,2.8,184.0,40.61,23.0,4.0,49.224449375000006,9.300975,2.25375,1.86625,1.1275,0.4756775,4.57578
524,3.0,82.0,11.35599,33.5,4.0,66.8074975,8.79744,2.165,1.92,1.15,0.4743239999999999,0.40528
525,2.8,110.0,23.0,36.66666666666666,2.6666666666666665,83.46173333333333,8.604266666666666,2.1466666666666665,2.0066666666666664,1.0599999999999998,0.42632,7.6428
526,6.3,106.0,12.417996,15.2,4.4,29.525338,10.833850000000002,2.884,1.662,0.792,0.474714,1.17448
527,3.8,92.0,8.836996000000001,9.2,4.8,18.439538,11.79886,2.805,1.656,0.8480000000000001,0.4991960000000001,0.69519
528,2.5,96.0,17.59,34.0,4.0,88.01191999999998,10.7945,2.279,1.99,1.14,0.44942,3.31333
529,6.0,46.0,8.226992,11.6,4.0,24.5691257,10.347,2.53,1.825,0.98,0.490654,1.0047
530,2.5,102.0,2.70174775,8.245877061469265,5.702127659574468,16.408152038216556,12.841780434782608,3.1789808917197453,1.5186956521739132,0.6815292353823089,0.6422818740629685,0.50389
531,6.3,74.0,14.883996000000002,14.8,4.4,30.341818,11.14446,2.684,1.6310000000000002,0.8959999999999999,0.4862650000000001,1.05428
532,5.5,94.0,11.35599,25.33333333333333,5.333333333333333,55.30459633333333,11.674016666666668,2.8716666666666666,1.7166666666666668,0.89,0.478464,3.78533
533,5.5,108.0,11.351332,10.0,4.8,20.2988926326,11.79886,2.8480000000000003,1.6450000000000002,0.948,0.475954,2.28126
534,1.8,100.0,13.747992000000002,50.0,5.6,117.386335,12.41584,2.065,1.904,1.4220000000000002,0.40338,6.16352
535,2.0,66.0,13.35,22.0,4.0,49.496,9.1312,2.205,1.94,1.1800000000000002,0.4789899999999999,2.9768
536,4.0,100.0,8.147992,10.0,4.0,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.499,1.50921
537,1.8,100.0,17.59,20.0,2.6666666666666665,47.98568666666667,8.2366,2.043333333333333,1.9066666666666665,1.41,0.4927359999999999,3.88539
538,2.5,100.0,2.015996,10.0,4.0,20.9940862215,8.897,1.98,2.045,1.36,0.42668,1.7
539,6.0,60.0,4.5453280000000005,10.0,4.666666666666667,20.325236749666672,11.82415,2.736666666666667,1.7133333333333336,0.8933333333333332,0.4789183333333333,0.85728
540,5.5,233.0,36.096299,23.0,4.0,49.224449375000006,10.857175,2.6725000000000003,1.905,1.12,0.475954,4.937
541,5.0,522.0,59.27197099999999,11.2,4.4444444444444455,22.521871850000004,10.600980000000002,2.5615584415584416,1.7339583333333335,0.9208333333333334,0.4930319999999999,1.04374
542,6.0,100.0,8.147992,10.0,4.8,20.0468,11.2603,2.708,1.648,0.892,0.498454,0.82082
543,5.8,105.0,11.624328000000002,10.5,4.0,21.9893120372,11.0881,2.502,1.7080000000000002,0.951,0.485951,1.6865
544,6.0,80.0,7.734660000000001,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.8525,0.495275,0.8148
545,4.8,66.0,9.014328,22.0,4.666666666666667,47.98568666666667,11.408266666666668,2.33,1.7616666666666667,0.9666666666666668,0.4836016666666667,4.01089
546,5.0,33.0,1.7431599999999998,8.8,4.8,16.862137999999998,11.777640000000002,2.8280000000000003,1.598,0.8370000000000001,0.4912240000000001,0.59057
547,6.0,30.0,2.70174775,7.5,4.0,14.996859625,11.7051,2.79,1.495,0.71,0.6184925,0.53275
548,1.8,82.0,13.35,22.0,4.0,49.496,9.350333333333332,2.135,1.99,1.2533333333333332,0.4269199999999999,3.52072
549,2.8,522.0,41.060299,39.5,5.3,93.78445,10.716316,2.279,1.9072,1.2145,0.457149,0.50633
550,6.0,100.0,7.65066,10.0,4.0,20.17042675230769,10.198130769230769,2.825,1.626,0.9723076923076924,0.4892738461538461,0.85007
551,2.5,235.0,41.181992,24.444444444444446,4.4444444444444455,52.260336917562725,9.273855,2.8280000000000003,1.83,1.15,0.460005,5.20133
552,5.5,20.0,0.97258,10.0,4.0,20.3920334,12.04083,2.545,1.91,1.1800000000000002,0.4927359999999999,0.76176
553,6.0,58.0,8.841328,13.714285714285715,4.571428571428571,27.44881366633333,10.620914285714289,2.81,1.70952380952381,0.897142857142857,0.4898942857142857,1.55883
554,5.5,226.0,27.104327,11.3,4.25,24.556188775,10.999625,2.7635,1.925,0.945,0.485951,1.22872
555,3.8,72.0,5.876743749999998,8.0,3.333333333333333,15.381043769076928,11.484536363636366,2.6586363636363632,1.5170707070707068,0.7487999999999999,0.6520722222222223,0.50389
556,5.5,82.0,8.862328,10.0,5.333333333333333,20.325236749666672,11.683233333333336,2.89,1.7166666666666668,0.92,0.4844733333333333,1.05428
557,3.0,114.0,3.75541175,6.285714285714286,3.7142857142857135,12.117015867529412,12.174357142857144,2.225714285714285,1.542857142857143,0.7628571428571428,0.6244042857142856,0.38903
558,2.8,92.0,7.558488000000001,9.5,4.4,18.5863611398,11.99817185,2.8240000000000003,1.6520000000000004,0.8399999999999999,0.49425875,0.76025
559,1.5,92.0,6.697992,9.2,4.8,18.5863611398,11.79886,2.805,1.656,0.8480000000000001,0.4991960000000001,0.65972
560,2.5,146.0,13.35,20.666666666666668,4.0,43.952,9.8771,2.115,1.908,1.12,0.47888,3.958
561,6.0,100.0,8.337992,10.0,4.8,20.213348778,10.9485,2.708,1.648,0.8800000000000001,0.4927359999999999,0.82082
562,6.8,92.0,7.558488,9.2,4.8,18.60817185,12.04083,2.755,1.6310000000000002,0.8649999999999999,0.4927989999999999,0.75249
563,2.5,64.0,3.555328,14.15384615384617,4.9230769230769225,28.880793615384608,11.153653846153846,2.53,1.907692307692308,1.1800000000000002,0.48273,0.42774
564,6.0,108.0,7.558488000000001,10.8,4.8,21.654418,11.17714,2.675,1.736,0.9259999999999998,0.4927189999999999,1.96919
565,2.5,100.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.7270000000000003,1.767,0.91,0.491678,0.76176
566,2.0,92.0,15.43,36.0,4.0,111.34115,8.65415,2.045,2.0975,1.36,0.42668,10.97
567,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,3.5,86.0,7.957992,9.8,4.8,19.8565257,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498984,0.58991
569,5.5,100.0,7.558488000000001,10.0,4.8,20.2988926326,11.04083,2.755,1.6310000000000002,0.91,0.4927189999999999,1.00627
570,6.0,30.0,2.3326640000000003,13.333333333333336,4.666666666666667,27.95135333333333,11.252966666666666,2.7533333333333334,1.7516666666666667,0.9666666666666668,0.4850333333333334,0.86102
571,6.0,84.0,12.417996,13.3,4.0,29.525338,11.340425,2.58,1.7200000000000002,0.945,0.485951,1.45419
572,1.5,100.0,7.558488000000001,10.0,4.8,20.3920334,10.93895,2.8360000000000003,1.6980000000000002,0.974,0.499514,0.77561
573,5.5,46.0,8.841328,19.33333333333333,4.0,39.987666666666655,10.629,2.53,1.745,0.958,0.4878333333333333,3.47589
574,5.5,106.0,11.351332,15.6,4.8,34.72421799999999,11.865175,2.675,1.925,0.905,0.48855,2.42074
575,2.0,114.0,16.676996,23.6,5.6,49.204038,11.61422,2.826,1.725,0.944,0.475566,2.19978
576,2.5,33.0,7.44274775,5.75,3.75,11.99055965,12.18425,2.2225,1.35425,0.6425,0.713936875,0.26619
577,5.0,180.0,13.747992000000002,9.2,4.0,18.5863611398,12.63188,2.68,1.592,0.7380000000000001,0.61443,0.62985
578,3.8,46.0,13.747992000000002,23.0,4.0,49.496,11.47577,2.295,1.98,1.12,0.447885,3.01757
579,2.0,114.0,16.449327999999998,48.0,4.0,111.599515,10.0743,2.24,2.015,1.39,0.4442925,7.7965
580,3.3,74.0,27.24,24.66666666666667,4.333333333333333,53.05033333333333,11.82415,2.8716666666666666,1.7630000000000003,0.9266666666666667,0.4673040000000001,4.7232
581,6.0,94.0,11.202328,18.666666666666668,4.5,41.99652,11.667433333333332,2.865,1.7166666666666668,0.8933333333333332,0.4894800000000001,1.03544
582,6.0,122.0,16.864992,12.6,4.8,24.033618,11.17714,2.752,1.7880000000000005,0.926,0.498984,1.05605
583,5.8,94.0,20.362,31.33333333333333,5.0,69.59212799999999,9.072366666666667,1.9766666666666663,1.9433333333333327,1.18,0.4169199999999999,1.86069
584,2.5,30.0,2.70174775,7.5,4.0,15.69310028,11.61422,2.7275,1.592,0.7124999999999999,0.6497568000000001,0.34857
585,2.0,64.0,10.502995,32.0,4.0,72.2365,10.13144,2.352,1.8200000000000005,1.104,0.4679350000000001,4.30067
586,6.0,86.0,0.973995,14.333333333333336,4.666666666666667,30.61252,11.674016666666668,2.865,1.7166666666666668,0.8933333333333332,0.4878333333333333,0.86684
587,3.0,126.0,9.773996,9.2,4.8,18.60817185,11.20276,2.8280000000000003,1.626,0.767,0.5471010000000001,0.56349
588,6.0,0.9,4.243996,10.4,4.4,20.322035645125,10.93895,2.81,1.6880000000000002,0.914,0.4927359999999999,0.88799
589,2.8,126.0,20.362,21.0,3.8333333333333335,47.69701000000001,9.072366666666667,2.455,1.87,1.1,0.47857,2.78022
590,8.5,80.0,5.439908,10.0,5.0,20.322035645125,10.85110625,2.640625,1.748125,0.94625,0.4931925,0.96683
591,6.5,33.0,1.7428315,12.6,4.8,26.2038268,10.347,2.81,1.7420000000000002,0.96,0.489272,0.99311
592,3.5,112.0,11.703996,12.1,4.8,24.808518,11.023840000000002,2.79,1.6980000000000002,0.774,0.4927189999999999,1.027
593,3.8,41.0,11.351332,21.0,4.0,43.498522,9.8771,2.115,1.905,1.12,0.47888,3.958
594,2.8,36.0,8.903332,18.0,4.0,37.346215,8.897,2.115,1.905,1.12,0.47888,1.11239
595,6.3,78.0,13.551332,14.8,4.4,31.574635600000004,11.340425,2.89,1.74,0.9,0.4820359999999999,2.45933
596,2.5,114.0,7.65066,4.844444444444444,3.333333333333333,9.559684638888893,13.276495555555556,2.65611111111111,1.5488888888888888,0.7355555555555555,0.6043172222222223,0.487
597,6.3,66.0,5.203996,13.6,4.0,29.525338,10.78917,2.755,1.8,0.9559999999999998,0.4927189999999999,1.00843
598,1.8,66.0,17.593,42.5,3.5,102.82756,8.21315,2.24,1.9,1.36,0.401635,5.86433
599,3.0,98.0,13.35,49.0,5.0,119.6295,9.695,2.14,1.96,1.12,0.4697149999999999,1.56776
600,5.0,98.0,8.836996000000001,9.2,4.8,18.60817185,12.30176,2.805,1.598,0.866,0.499726,0.59761
601,6.0,86.0,13.044328,14.333333333333336,4.5,30.61252,11.241433333333331,2.763333333333333,1.7633333333333334,0.98,0.4800083333333334,2.22761
602,1.8,131.0,23.576975,48.0,4.0,111.34115,9.251425,2.1875,1.97,1.1800000000000002,0.4448824999999999,9.54775
603,6.0,42.0,5.401996,10.0,4.8,20.3920334,10.565180000000002,2.708,1.855,0.8800000000000001,0.4911100000000001,1.0408
604,6.0,100.0,10.207996,10.0,4.8,20.077018,11.10535,2.7960000000000003,1.7280000000000002,0.945,0.491604,0.8812
605,5.0,78.0,9.1488245,13.0,4.666666666666667,27.95135333333333,11.373216666666664,2.700466666666667,1.775,0.98,0.4824516666666666,1.17448
606,6.0,128.0,0.8147992000000001,12.8,4.8,26.1647257,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.49084
607,2.8,127.0,26.015984,27.6,5.2,65.56541800000001,11.177555000000002,2.857,1.7700000000000002,0.914,0.4673040000000001,3.52186
608,5.5,515.0,41.060299,11.3,4.3,23.099694928,10.745844000000002,2.572,1.8000000000000005,0.9368,0.4927189999999999,0.85358
609,2.5,232.0,29.7114645,11.0,4.8,24.789618,10.13144,2.684,1.7185,0.945,0.4927359999999999,1.3459
610,5.5,114.0,3.883996,10.44,4.44,20.80173002,10.993994000000002,2.5860000000000003,1.654,0.9003999999999999,0.5368794,0.73803
611,6.0,122.0,7.767992,12.1,4.8,24.808518,11.0975047,2.727,1.767,0.91,0.498454,1.027
612,5.8,46.0,11.35599,23.0,4.0,48.7195,10.52605,2.135,1.97,1.135,0.4820359999999999,1.47355
613,3.8,107.0,11.624328000000002,10.7,4.7,21.9893120372,11.0881,2.8355,1.7080000000000002,0.951,0.485951,1.99192
614,6.5,122.0,21.575328,20.33333333333333,4.666666666666667,46.52035333333333,11.75455,2.8716666666666666,1.7883333333333336,0.9666666666666668,0.4780233333333334,2.9768
615,2.0,86.0,5.230979499999999,9.0,5.333333333333333,18.5045363965,11.674016666666668,2.58625,1.5508333333333333,0.8183333333333332,0.5803358333333333,0.91543
616,6.0,150.0,15.232328,22.0,5.333333333333333,50.54252,11.128333333333332,2.875,1.721666666666667,0.9833333333333334,0.4758883333333334,2.45933
617,4.3,86.0,8.359328,14.333333333333336,5.333333333333333,30.61252,11.5267,2.8716666666666666,1.7,0.89,0.48449,1.00104
618,3.3,79.0,16.593,29.6,5.0,68.56273,9.65936,2.3080000000000003,1.99,1.16,0.4576149999999999,3.88539
619,2.5,33.0,7.44274775,7.75,3.75,14.996859625,12.18425,2.77,1.52,0.8959999999999999,0.695602,0.26567
620,6.0,73.0,3.253996,12.5,4.5,24.50301875,11.510862500000002,2.6500000000000004,1.765,0.945,0.49463625,1.2645
621,5.5,250.0,14.485992,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.86021
622,5.8,80.0,12.421,10.0,4.8,20.016938,11.46526,2.81,1.732,0.9,0.49282,1.26278
623,6.0,278.0,23.312328,13.9,4.65,29.680678624999995,10.599905,2.755,1.7880000000000005,0.94,0.481478,1.0359
624,2.8,100.0,0.97258,10.0,5.0,20.016938,11.64556,2.774,1.714,0.91,0.499726,0.80479
625,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,6.8,250.0,34.18948,12.3,4.8,25.077338,11.47577,2.6870000000000003,1.791,0.946,0.495736,0.82082
627,2.0,110.0,17.59,36.0,3.5,111.34115,8.21315,1.95,2.04,1.2,0.401635,7.715
628,6.0,100.0,8.337992,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.905,0.492719,0.82753
629,5.8,146.0,15.593,30.0,4.0,66.8074975,11.2603,1.985,1.88,1.1,0.462985,6.31755
630,2.0,100.0,5.203996,10.0,4.8,20.016938,12.30176,1.98,1.654,0.774,0.49901,0.65552
631,5.5,114.0,7.171324,9.5,4.166666666666667,19.240395713333328,10.296858333333333,2.5641666666666665,1.5759999999999998,0.95,0.4948558333333333,0.84233
632,3.8,99.0,17.593,22.0,5.333333333333333,47.69701000000001,9.350333333333332,2.1466666666666665,1.8833333333333333,1.14,0.46498,5.325
633,6.0,114.0,10.670656,14.4,4.5,30.341818,11.17714,2.5860000000000003,1.8590000000000004,0.964,0.4930319999999999,1.92091
634,1.5,100.0,15.43,50.0,4.0,117.386335,9.01375,2.295,2.045,1.36,0.42668,7.862
635,6.8,30.0,0.973995,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.8525,0.4927989999999999,0.80625
636,2.5,82.0,7.441332000000001,42.0,5.0,102.82756,8.79744,2.445,2.015,1.165,0.4743239999999999,0.43591
637,6.0,112.0,10.509328,18.666666666666668,4.0,41.99652,11.143366666666669,2.736666666666667,1.768333333333333,0.9833333333333334,0.4789183333333333,1.55883
